id,team,super_awake_arr,show_hero
590,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
591,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
592,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
593,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
594,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
595,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
596,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
597,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
598,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
599,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
600,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
601,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
602,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
603,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
604,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
605,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
606,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
607,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
608,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
609,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
610,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
611,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
612,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
613,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
614,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
615,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
616,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
617,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
618,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
619,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
620,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
621,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
622,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
623,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
624,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
625,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2063:1:5:5|2068:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
626,2047:1:5:5|2053:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
627,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
628,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
629,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
630,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
631,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
632,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
633,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
634,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
635,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
636,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
637,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
638,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
639,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
640,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
641,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
642,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
643,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
644,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
645,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
646,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
647,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
648,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
649,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
650,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
651,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
652,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
653,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
654,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
655,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
656,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
657,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
658,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
659,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
660,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
661,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
662,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
663,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
664,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
665,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
666,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
667,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
668,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
669,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
670,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2063:1:5:5|2068:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
671,2047:1:5:5|2053:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
672,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
673,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
674,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
675,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
676,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
677,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
678,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
679,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
680,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
681,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
682,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
683,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
684,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
685,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
686,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
687,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
688,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
689,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
690,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
691,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
692,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
693,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
