layer,reward,reward_first,normal_monster_npc_id_list,multi_npc_id_list_array[0],multi_npc_id_list_array[1],max_round,desc
964,1:1:150000,1:1:41000|1:4:10,3964|3964|3964|3964|3964|3964,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
965,1:1:150000,1:1:41000|1:4:10,3965|3965|3965|3965|3965|3965,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
966,1:1:150000,1:1:41000|1:4:10,3966|3966|3966|3966|3966|3966,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
967,1:1:150000,1:1:41000|1:4:10,3967|3967|3967|3967|3967|3967,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
968,1:1:150000,1:1:41000|1:4:10,3968|3968|3968|3968|3968|3968,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
969,1:1:150000,1:1:41000|1:4:10,3969|3969|3969|3969|3969|3969,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
970,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3970|3970|3970|3970|3970|3970,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
971,1:1:150000,1:1:41000|1:4:10,3971|3971|3971|3971|3971|3971,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
972,1:1:150000,1:1:41000|1:4:10,3972|3972|3972|3972|3972|3972,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
973,1:1:150000,1:1:41000|1:4:10,3973|3973|3973|3973|3973|3973,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
974,1:1:150000,1:1:41000|1:4:10,3974|3974|3974|3974|3974|3974,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
975,1:1:150000,1:1:41000|1:4:10,3975|3975|3975|3975|3975|3975,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
976,1:1:150000,1:1:41000|1:4:10,3976|3976|3976|3976|3976|3976,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
977,1:1:150000,1:1:41000|1:4:10,3977|3977|3977|3977|3977|3977,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
978,1:1:150000,1:1:41000|1:4:10,3978|3978|3978|3978|3978|3978,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
979,1:1:150000,1:1:41000|1:4:10,3979|3979|3979|3979|3979|3979,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
980,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3980|3980|3980|3980|3980|3980,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
981,1:1:150000,1:1:41000|1:4:10,3981|3981|3981|3981|3981|3981,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
982,1:1:150000,1:1:41000|1:4:10,3982|3982|3982|3982|3982|3982,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
983,1:1:150000,1:1:41000|1:4:10,3983|3983|3983|3983|3983|3983,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
984,1:1:150000,1:1:41000|1:4:10,3984|3984|3984|3984|3984|3984,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
985,1:1:150000,1:1:41000|1:4:10,3985|3985|3985|3985|3985|3985,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
986,1:1:150000,1:1:41000|1:4:10,3986|3986|3986|3986|3986|3986,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
987,1:1:150000,1:1:41000|1:4:10,3987|3987|3987|3987|3987|3987,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
988,1:1:150000,1:1:41000|1:4:10,3988|3988|3988|3988|3988|3988,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
989,1:1:150000,1:1:41000|1:4:10,3989|3989|3989|3989|3989|3989,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
990,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3990|3990|3990|3990|3990|3990,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
991,1:1:150000,1:1:41000|1:4:10,3991|3991|3991|3991|3991|3991,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
992,1:1:150000,1:1:41000|1:4:10,3992|3992|3992|3992|3992|3992,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
993,1:1:150000,1:1:41000|1:4:10,3993|3993|3993|3993|3993|3993,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
994,1:1:150000,1:1:41000|1:4:10,3994|3994|3994|3994|3994|3994,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
995,1:1:150000,1:1:41000|1:4:10,3995|3995|3995|3995|3995|3995,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
996,1:1:150000,1:1:41000|1:4:10,3996|3996|3996|3996|3996|3996,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
997,1:1:150000,1:1:41000|1:4:10,3997|3997|3997|3997|3997|3997,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
998,1:1:150000,1:1:41000|1:4:10,3998|3998|3998|3998|3998|3998,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
999,1:1:150000,1:1:41000|1:4:10,3999|3999|3999|3999|3999|3999,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
1000,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,4000|4000|4000|4000|4000|4000,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
